text,label
"And so I think we have a considerable opportunity to grow, and we also expect those underlying numbers time on mobile to continue to grow. [SEP] With our largest clients, even our large ones, we're not close to 5% of their spend. [SEP] And so I think we have a considerable opportunity to grow, and we also expect those underlying numbers time on mobile to continue to grow. [SEP] With our largest clients, even our large ones, we're not close to 5% of their spend.",0
The primary goal is to increase the quality. [SEP] That's our strategy for growing the business. [SEP] The primary goal is to increase the quality. [SEP] That's our strategy for growing the business.,0
"And our response has been that we're going to focus on improving the quality and relevance and that's both going to perform better for the people using our services and businesses who are buying ads. [SEP] And this has been a theme for our ad strategy and product development for more than a year now, maybe two years, where folks have consistently asked us what we're going to do to increase the amount of ads that we're showing.",1
"Our growth was really strong across all of our marketer segments, but we had a particularly good quarter in brands, I think driven by two things. [SEP] The second thing is video.",1
"Our growth was really strong across all of our marketer segments, but we had a particularly good quarter in brands, I think driven by two things. [SEP] Video is exploding on Facebook, as Mark talked about, and that gives us an opportunity to do a lot of work with marketers on video.",1
"Our growth was really strong across all of our marketer segments, but we had a particularly good quarter in brands, I think driven by two things. [SEP] Our mobile ad product is so integrated into the user experience and provides real creative flexibility that people have a way to reach people on mobile and that's becoming increasingly important in telling the stories that drive their business.",1
"So it's a very clean operational quarter, I would say. [SEP] So for the quarter, we came in at the highest end of our revenue range, $60.5 billion, 26 -- 36% FX-neutral growth and 25% FX-neutral growth, excluding the Whole Foods acquisition.",1
"So amid all these opening of new buildings, many of them late in the year, the ops team did a fantastic job. [SEP] The ops team did a great job handling record volumes in Q4 and also incorporating all the new capacity we had opened in 2017.",1
"So amid all these opening of new buildings, many of them late in the year, the ops team did a fantastic job. [SEP] If you remember, we have added over 30% to our fulfillment square footage in 2017, coming off the similar increase in 2016. [SEP] So amid all these opening of new buildings, many of them late in the year, the ops team did a fantastic job. [SEP] If you remember, we have added over 30% to our fulfillment square footage in 2017, coming off the similar increase in 2016.",0
"So particularly in North America, I would say there's the volume -- the strong volume -- top line volume, combined with increased advertising revenues and also very clean operational performance. [SEP] I would also point out, AWS had a strong quarter, accelerating growth versus Q3 and also expanding operating margins by 100 basis points.",1
"Obviously, there's a lot of things that can happen in Q4 from weather to demand patterns changing. [SEP] We've seen additional costs creep in, in the name of customer experience in prior years, and this was, in hindsight, probably one of the cleaner Q4s recently. [SEP] Obviously, there's a lot of things that can happen in Q4 from weather to demand patterns changing. [SEP] We've seen additional costs creep in, in the name of customer experience in prior years, and this was, in hindsight, probably one of the cleaner Q4s recently.",0
"We're going to keep the brands, right, from all the apps. [SEP] Of course, right, I mean these are large communities that people love and strongly associate with a specific app. [SEP] We're going to keep the brands, right, from all the apps. [SEP] Of course, right, I mean these are large communities that people love and strongly associate with a specific app.",0
"In terms of integration, all the apps are already very integrated today. [SEP] We've tried to run the company in a way where we have -- we set up the infrastructure, and we set up the business models.",1
"In terms of integration, all the apps are already very integrated today. [SEP] That way, an engineer improving the efficiency of one system makes all of the apps better.",1
"We had – what I attribute it to is continued strength in our – some of our most profitable areas. [SEP] AWS had its third consecutive quarter of accelerating growth, 49% FX-neutral growth. [SEP] We had – what I attribute it to is continued strength in our – some of our most profitable areas. [SEP] AWS had its third consecutive quarter of accelerating growth, 49% FX-neutral growth.",0
We had – what I attribute it to is continued strength in our – some of our most profitable areas. [SEP] Advertising also had strong growth. [SEP] We had – what I attribute it to is continued strength in our – some of our most profitable areas. [SEP] Advertising also had strong growth.,0
"We had – what I attribute it to is continued strength in our – some of our most profitable areas. [SEP] Elsewhere we saw probably better than expected efficiencies in operations, our infrastructure costs, and generally all of our fixed costs.",1
"We had – what I attribute it to is continued strength in our – some of our most profitable areas. [SEP] You'll note that in the first half of the year capital leases were flat year-over-year, although we're up 20% for the full trailing 12 months, in the last 6 months it's been pretty flat as the team has really worked well to plan our data centers run our data centers more efficiently, even to meet again increasing usage at our customers; usage rates are exceeding our growth rate.",1
"Even while in International, we're continuing to invest in a lot of areas, we continue to frontload Prime benefits for the newer geographies, we continue to launch new countries as we launch Prime in Australia recently. [SEP] We've launched devices in multiple countries, Echo and Alexa were launched in France.",1
"But at this point in time, we see that Q2 is the toughest compare. [SEP] If you recall, we were heavily supply constrained throughout the whole of Q1 and so some of that demand moved into Q2.",1
"But at this point in time, we see that Q2 is the toughest compare. [SEP] Plus we're in an environment now that is dramatically different from a macroeconomic point of view than last Q2, from a currency point of view, from the level of which we've had to adjust pricing in several of these markets, and sort pf the overall [Indiscernible] in virtually every country in the world.",1
"But at this point in time, we see that Q2 is the toughest compare. [SEP] because of the year ago quarter also had catch up in it from Q1. [SEP] But at this point in time, we see that Q2 is the toughest compare. [SEP] because of the year ago quarter also had catch up in it from Q1.",0
"And certainly if you go outside of China into the other emerging markets, our share is much lower and the LTE penetration is so low, I mean in some cases, it's zero, that it indicates to me that there's still a lot of people, a tremendous number of people in the world, that will buy smartphones and we ought to be able to win over our fair share of those. [SEP] For example, almost half of the iPhones that we sold in China last quarter were to people who were buying their first iPhone.",1
"So, we are growing at very, very healthy levels okay. [SEP] when you look at it from a purchase value standpoint, actually in the December quarter, we grew 24%, and for the fiscal 2015, we grew at 23%. [SEP] So, we are growing at very, very healthy levels okay. [SEP] when you look at it from a purchase value standpoint, actually in the December quarter, we grew 24%, and for the fiscal 2015, we grew at 23%.",0
"The first one is that of the services that we report, there's a portion, about 85% of all of the services that we report is directly tied to the installed base. [SEP] A perfect example would be an Apple Care agreement that you purchase at the time of the sale of the device.",1
"The first one is that of the services that we report, there's a portion, about 85% of all of the services that we report is directly tied to the installed base. [SEP] And then there are transactions, like for example, App Store sales, where a portion of the transaction does not get recognized by Apple, but it goes to the developer. [SEP] The first one is that of the services that we report, there's a portion, about 85% of all of the services that we report is directly tied to the installed base. [SEP] And then there are transactions, like for example, App Store sales, where a portion of the transaction does not get recognized by Apple, but it goes to the developer.",0
"The first one is that of the services that we report, there's a portion, about 85% of all of the services that we report is directly tied to the installed base. [SEP] And then we are showing that on that portion of installed base driven services business, there is a part that is related to -- where we recognize revenue in terms of the full transaction value.",1
"We're really glad to see that and that creates a great base of Echo and Alexa fans out there. [SEP] We've added 4,000 skills to Alexa since I last spoke to you in October and we're working with a lot of major companies as they add abilities, too, for our customer base to use the Alexa or the Echo to reach them. [SEP] We're really glad to see that and that creates a great base of Echo and Alexa fans out there. [SEP] We've added 4,000 skills to Alexa since I last spoke to you in October and we're working with a lot of major companies as they add abilities, too, for our customer base to use the Alexa or the Echo to reach them.",0
"We're really glad to see that and that creates a great base of Echo and Alexa fans out there. [SEP] If you've seen in the quarter, we added Alexa capabilities to our tablets and Fire TV devices, making them better.",1
"We're really glad to see that and that creates a great base of Echo and Alexa fans out there. [SEP] As we mentioned in our press release, the unit sales of Echoes grew nine times, 9x, year-over-year during the holiday period.",1
"We're really glad to see that and that creates a great base of Echo and Alexa fans out there. [SEP] So, great customer adoption. [SEP] We're really glad to see that and that creates a great base of Echo and Alexa fans out there. [SEP] So, great customer adoption.",0
"So, the skills addition should continue. [SEP] Tens of thousands of developers are building new skills for Alexa.",1
"So, the skills addition should continue. [SEP] And just as importantly, tens of thousands of developers are also using the Alexa Voice Service to help integrate Alexa into their products, which then creates a great network effect. [SEP] So, the skills addition should continue. [SEP] And just as importantly, tens of thousands of developers are also using the Alexa Voice Service to help integrate Alexa into their products, which then creates a great network effect.",0
"What we do like is the engagement with Prime. [SEP] As you know, back in Q1 we gave an active customer count that exceeded 300 million and I can say it's still growing and we're pleased with the number there. [SEP] What we do like is the engagement with Prime. [SEP] As you know, back in Q1 we gave an active customer count that exceeded 300 million and I can say it's still growing and we're pleased with the number there.",0
"The first is just the evolution of the regulatory landscape, and here I would point to regulations like GDPR. [SEP] The number of people who have opted out on using context from the apps and websites they visit for ad targeting has continued to increase since the adoption of GDPR, so we’ve seen that come up both in Europe and around the world.",1
"The first is just the evolution of the regulatory landscape, and here I would point to regulations like GDPR. [SEP] That means those people are seeing less relevant ads and that’s an ad targeting headwind for our business. [SEP] The first is just the evolution of the regulatory landscape, and here I would point to regulations like GDPR. [SEP] That means those people are seeing less relevant ads and that’s an ad targeting headwind for our business.",0
"And the third is Facebook – our own product changes. [SEP] For example, in the fall we plan to roll out our tool for seeing and clearing your off-Facebook browsing history.",1
"Now, we’re really applying that lesson to Stories. [SEP] So if you look at some of the tools and products I’ve talked about in the last couple of quarters, now you can – rather than us saying to you, go make a Stories ad you can just send us some pictures, some text, some very easy posts and we will create some Stories ads for you.",1
"Now, we’re really applying that lesson to Stories. [SEP] So our process is, we have one sales team selling all of these products; I think that helps us a lot because they already have those relationships.",1
"Our growth this quarter was very broad-based across all of the regions [SEP] We had especially strong growth in APAC and the U.S. and Canada, so that was part of the growth.",1
"In terms of our marketer segments from brands to direct response to SMBs to developers, the growth is really strong there as well. [SEP] We're really excited today to announce that we have 60 million small business pages that are using Facebook on a monthly basis.",1
"We're also seeing a lot of strength in brand. [SEP] So to share one example, Jack In The Box use our Canvas ads, which are very immersive ads. [SEP] We're also seeing a lot of strength in brand. [SEP] So to share one example, Jack In The Box use our Canvas ads, which are very immersive ads.",0
"We're also seeing a lot of strength in brand. [SEP] They're really good for a brand experience, to roll out a new menu item, their Double Jack burger. [SEP] We're also seeing a lot of strength in brand. [SEP] They're really good for a brand experience, to roll out a new menu item, their Double Jack burger.",0
We're also seeing a lot of strength in brand. [SEP] One group was customers who had visited the restaurant web page or engaged with previous video ads.,1
We're also seeing a lot of strength in brand. [SEP] And the second group were people that hadn't engaged with them directly but were quick service restaurant purchasers.,1
"We're really excited about it in terms of it providing an authentic and real form of sharing for people, and we're really trying to give people the full range of tools to share what they care about with anyone that they want, and Live is really effective there. [SEP] And we've seen experiences both in terms of a lighthearted like Candace Payne and also more serious, more serious issues around the U.S. and around the globe.",1
"We're really excited about it in terms of it providing an authentic and real form of sharing for people, and we're really trying to give people the full range of tools to share what they care about with anyone that they want, and Live is really effective there. [SEP] So it's really an important part of what we're offering for people to share real experiences. [SEP] We're really excited about it in terms of it providing an authentic and real form of sharing for people, and we're really trying to give people the full range of tools to share what they care about with anyone that they want, and Live is really effective there. [SEP] So it's really an important part of what we're offering for people to share real experiences.",0
We think it's been a great addition to our fulfillment capacity. [SEP] It makes the people around the robots that much more productive. [SEP] We think it's been a great addition to our fulfillment capacity. [SEP] It makes the people around the robots that much more productive.,0
"We think it's been a great addition to our fulfillment capacity. [SEP] It has some additional capital intensity, but it has good return on invested capital from our standpoint.",1
What I would say is that we feel like we're in great shape for the holiday. [SEP] The warehouses are very clean. [SEP] What I would say is that we feel like we're in great shape for the holiday. [SEP] The warehouses are very clean.,0
"So it's always a very difficult period for us to estimate. [SEP] Once you adjust for the fact that Whole Foods, it was purchased in August of last year and that has impacted every quarter since then, Q4 will be the first solid non-Whole Foods comp since before we bought them since Q2 of last year.",1
"So it's always a very difficult period for us to estimate. [SEP] So if you, even factoring that, and we're looking at Q4 and we have very high error bars on the quarter.",1
"So it's always a very difficult period for us to estimate. [SEP] Much of our, not only our revenue for the quarter, but also for the year comes in that very tight window between middle of November and the end of the year.",1
"Oh, and mobile, we said for a long time continues to be a tailwind for the business. [SEP] And so we're very focused on the convenience factor. [SEP] Oh, and mobile, we said for a long time continues to be a tailwind for the business. [SEP] And so we're very focused on the convenience factor.",0
"Oh, and mobile, we said for a long time continues to be a tailwind for the business. [SEP] And if you look at some of our new offerings like Prime Now that's available through a mobile app and very convenient for customers.",1
"Oh, and mobile, we said for a long time continues to be a tailwind for the business. [SEP] As Brian's mentioned, allowed them to shop even up to Christmas Eve and then have their items delivered in two hours. [SEP] Oh, and mobile, we said for a long time continues to be a tailwind for the business. [SEP] As Brian's mentioned, allowed them to shop even up to Christmas Eve and then have their items delivered in two hours.",0
"So we’ve built that into our Q4 guidance estimate, but we’re very pleased with the customer response to One Day. [SEP] You can see it in our revenue acceleration and also in our unit growth acceleration.",1
We’re expecting that it will be again a great help to customers in Q4. [SEP] Once again the ops team has really done yeoman’s work here to create this capacity for us and they continue to unlock additional capacity daily.,1
"on pricing growth, I think there we feel like we're making good progress in our goal of driving better outcomes in ROI for our advertisers through things like better targeting, better ad units, driving better conversion, [SEP] and the willingness of advertisers continue to grow budgets with us I think highlights our progress there. [SEP] on pricing growth, I think there we feel like we're making good progress in our goal of driving better outcomes in ROI for our advertisers through things like better targeting, better ad units, driving better conversion, [SEP] and the willingness of advertisers continue to grow budgets with us I think highlights our progress there.",0
"on pricing growth, I think there we feel like we're making good progress in our goal of driving better outcomes in ROI for our advertisers through things like better targeting, better ad units, driving better conversion, [SEP] You remember they are optimizing at the end of the day for business results for a given dollar spent not the impression price that we're kind of nominally reporting here. [SEP] on pricing growth, I think there we feel like we're making good progress in our goal of driving better outcomes in ROI for our advertisers through things like better targeting, better ad units, driving better conversion, [SEP] You remember they are optimizing at the end of the day for business results for a given dollar spent not the impression price that we're kind of nominally reporting here.",0
"on pricing growth, I think there we feel like we're making good progress in our goal of driving better outcomes in ROI for our advertisers through things like better targeting, better ad units, driving better conversion, [SEP] So you can think of all of this work and Sheryl talked about the value optimization efforts as part of that as being an effort to improve the yield of the impressions that we have to drive downstream business results for advertising partners.",1
So we think there's opportunities here. [SEP] And if we can drive those affectively that will translate into higher effective prices for our business.,1
"So we think there's opportunities here. [SEP] And as I mentioned, I think we believe we still have a lot of work to do to continue to improve that. [SEP] So we think there's opportunities here. [SEP] And as I mentioned, I think we believe we still have a lot of work to do to continue to improve that.",0
"I would say it's really important to internalize that the News Feed video ecosystem and the Watch video ecosystem are almost completely separate things, right. [SEP] So the Watch behaviors that we're building is one where people come intentionally to watch specific videos and to interact with the community around that.",1
"I would say it's really important to internalize that the News Feed video ecosystem and the Watch video ecosystem are almost completely separate things, right. [SEP] That's in contrast to what we worry is too passive consumption of an experience in News Feed today where people just happen to often see a video and maybe they'll watch it for a few minutes, but may not interactive around as much in News Feed.",1
So we're still very optimistic long-term that Watch will be used for video that helps to bring people closer together and that will correlate with all the things that our community is telling us they want and that correlate with the measures of wellbeing that we think that social products can generate by helping people build relationships in terms of all the long-term measures of wellbeing that we care about like long-term happiness and health et cetera. [SEP] So the Watch behaviors that we're building is one where people come intentionally to watch specific videos and to interact with the community around that.,1
"I think overall, what we're seeing is continued momentum, if you think about even our overall approach has been to have a view of an architecture that is grounded in our customers’ needs. [SEP] So we always believe that in distributed computing, you need a cloud and an edge. [SEP] I think overall, what we're seeing is continued momentum, if you think about even our overall approach has been to have a view of an architecture that is grounded in our customers’ needs. [SEP] So we always believe that in distributed computing, you need a cloud and an edge.",0
"I think overall, what we're seeing is continued momentum, if you think about even our overall approach has been to have a view of an architecture that is grounded in our customers’ needs. [SEP] You need hybrid and guess what, today in 2019, hybrid has become much more main stream. [SEP] I think overall, what we're seeing is continued momentum, if you think about even our overall approach has been to have a view of an architecture that is grounded in our customers’ needs. [SEP] You need hybrid and guess what, today in 2019, hybrid has become much more main stream.",0
The improvement in that in Q3 is obviously very high margin and also the bottom. [SEP] Japan as a geography for us is a high transactional market. [SEP] The improvement in that in Q3 is obviously very high margin and also the bottom. [SEP] Japan as a geography for us is a high transactional market.,0
"The improvement in that in Q3 is obviously very high margin and also the bottom. [SEP] And so when Japan is strong, it tends to be a very high margin landing down to the bottom line. [SEP] The improvement in that in Q3 is obviously very high margin and also the bottom. [SEP] And so when Japan is strong, it tends to be a very high margin landing down to the bottom line.",0
"And the other one is the on-premises server number which is very good in terms of hybrid demand this quarter also with high margin. [SEP] So when that happens, you do see because it's a lot of -- almost 100% in quarter recognition, a lot of help at the operating margin line.",1
"So the decision logic was driven primarily by what I would say is the increased competitiveness of SQL Server. [SEP] If you think about where SQL Server now with this new release, SQL Server 2016, it's become a fantastic database for many, many of the workloads, everything from OLTP to data warehousing to BI to advanced analytics for the Tier 1. [SEP] So the decision logic was driven primarily by what I would say is the increased competitiveness of SQL Server. [SEP] If you think about where SQL Server now with this new release, SQL Server 2016, it's become a fantastic database for many, many of the workloads, everything from OLTP to data warehousing to BI to advanced analytics for the Tier 1.",0
"So the decision logic was driven primarily by what I would say is the increased competitiveness of SQL Server. [SEP] This is a capability that's been multiple decades in the work, but here we are with very competitive total cost of ownership price competitiveness, but with a technology that is in many cases, as Gartner talks about, at the top of the charts when it comes to all of these workloads.",1
"So the decision logic was driven primarily by what I would say is the increased competitiveness of SQL Server. [SEP] And so therefore, we look at that as an expansion opportunity, so we take that.",1
"We've already made the call that Azure for Linux is first class. [SEP] We already have 20 plus points of, or 20%-plus of VMs in Azure are Linux, and we'll all increasingly have Linux be a big share of our percentage of what is happening in Azure.",1
"So for the first time now, we have the ability to go to an enterprise and talk about their entire data estate across Windows and Linux. [SEP] Now people don't really move between operating systems.",1
And so it was a stellar quarter for iPhone. [SEP] The revenue growth from iPhone across all the geographic segments was in the double-digits.,1
